area,i,j,cell,bounds,tile,well
1288,76.78416149068323,1910.4448757763976,26,"(59, 1888, 95, 1934)",100,A1
1349,78.84951816160118,2019.8013343217199,27,"(59, 1998, 100, 2043)",100,A1
1301,77.7663335895465,2133.0184473481936,28,"(59, 2112, 99, 2156)",100,A1
1290,84.2015503875969,1535.64496124031,29,"(60, 1516, 111, 1554)",100,A1
1809,85.67993366500829,957.057490326147,30,"(63, 930, 106, 985)",100,A1
1077,81.61931290622098,61.38347260909935,31,"(66, 39, 98, 83)",100,A1
1025,85.71219512195123,1212.4565853658537,32,"(66, 1197, 108, 1229)",100,A1
1493,89.31279303415941,1733.695244474213,33,"(66, 1713, 113, 1755)",100,A1
1251,91.40047961630695,263.39328537170263,34,"(67, 247, 116, 281)",100,A1
1552,91.28157216494846,1798.7583762886597,35,"(68, 1778, 114, 1821)",100,A1
1713,89.99416228838295,1404.7752481027437,36,"(70, 1377, 111, 1433)",100,A1
1742,101.14867967853043,2190.8863375430537,37,"(72, 2170, 129, 2210)",100,A1
1895,99.38047493403694,2237.229023746702,38,"(72, 2217, 129, 2260)",100,A1
1259,94.75853852263701,450.340746624305,39,"(75, 431, 116, 471)",100,A1
1227,95.51344743276283,2067.1711491442543,40,"(76, 2048, 117, 2087)",100,A1
1193,95.11232187761945,1162.8357082984073,41,"(77, 1142, 113, 1186)",100,A1
1644,101.37104622871047,615.6782238442822,42,"(80, 593, 124, 640)",100,A1
1533,103.03783431180692,2341.754729288976,43,"(81, 2320, 126, 2364)",100,A1
1394,107.7439024390244,1582.8242467718794,44,"(85, 1564, 132, 1604)",100,A1
796,102.12311557788945,1961.2047738693468,45,"(86, 1946, 120, 1977)",100,A1
1691,111.20283855706683,1076.3560023654643,46,"(94, 1047, 130, 1107)",100,A1
932,119.38841201716738,2144.1630901287554,47,"(101, 2127, 138, 2161)",100,A1
845,116.71834319526627,1885.469822485207,48,"(102, 1867, 133, 1904)",100,A1
1168,120.7208904109589,343.75,49,"(103, 323, 139, 365)",100,A1
1023,120.25610948191593,1416.9227761485827,50,"(105, 1395, 137, 1439)",100,A1
1504,127.40757978723404,1326.2121010638298,51,"(107, 1302, 147, 1350)",100,A1
1294,131.73493044822257,1505.0394126738795,52,"(109, 1487, 155, 1524)",100,A1
1126,130.6829484902309,950.5817051509769,53,"(112, 932, 150, 970)",100,A1
1318,135.22610015174507,882.051593323217,54,"(117, 857, 153, 906)",100,A1
972,133.36625514403292,90.8940329218107,55,"(118, 71, 150, 112)",100,A1
1132,139.32862190812722,565.4770318021201,56,"(120, 547, 158, 587)",100,A1
1176,138.51700680272108,1783.8954081632653,57,"(120, 1765, 157, 1805)",100,A1
1653,142.34059286146402,1669.4222625529342,58,"(123, 1641, 163, 1698)",100,A1
1456,143.02815934065933,2065.618131868132,59,"(123, 2044, 166, 2089)",100,A1
1725,158.53217391304347,986.4968115942029,60,"(133, 964, 184, 1009)",100,A1
1233,157.91159772911598,1184.455798864558,61,"(134, 1170, 185, 1201)",100,A1
1646,155.2970838396112,1943.642162818955,62,"(134, 1918, 178, 1970)",100,A1
1479,157.54901960784315,369.9418526031102,63,"(135, 349, 185, 390)",100,A1
1368,156.07748538011697,1441.2273391812867,64,"(135, 1420, 179, 1463)",100,A1
1449,158.91235334713596,2291.296066252588,65,"(136, 2272, 183, 2312)",100,A1
1284,154.0568535825545,2354.867601246106,66,"(137, 2332, 172, 2378)",100,A1
1477,161.05958023019633,1252.117806364252,67,"(138, 1232, 185, 1274)",100,A1
1666,160.3937575030012,1119.0696278511405,68,"(140, 1094, 181, 1146)",100,A1
1701,163.46972369194592,1850.6866549088772,69,"(140, 1827, 188, 1876)",100,A1
1217,164.03779786359902,1745.0353327855382,70,"(144, 1726, 185, 1765)",100,A1
2448,175.43055555555554,738.0057189542483,71,"(146, 712, 205, 766)",100,A1
1567,173.0363752393108,2012.8857689853223,72,"(148, 1995, 199, 2034)",100,A1
1131,169.22546419098143,486.3757736516357,73,"(150, 467, 190, 506)",100,A1
1078,167.0204081632653,230.27643784786642,74,"(151, 209, 184, 253)",100,A1
1233,171.8037307380373,2161.73803730738,75,"(153, 2140, 192, 2183)",100,A1
1202,171.89351081530782,112.7620632279534,76,"(154, 92, 191, 136)",100,A1
1622,184.01294697903822,439.8150431565968,77,"(154, 422, 214, 461)",100,A1
1051,174.58420551855374,542.3225499524262,78,"(155, 525, 194, 559)",100,A1
1632,176.59742647058823,1583.1452205882354,79,"(155, 1559, 198, 1608)",100,A1
1625,176.58092307692309,2096.558153846154,80,"(155, 2074, 200, 2120)",100,A1
1892,183.84936575052853,653.28911205074,81,"(159, 629, 209, 679)",100,A1
1286,183.15396578538102,893.4245723172628,82,"(164, 873, 205, 914)",100,A1
1671,196.23518850987432,270.23099940155595,83,"(173, 249, 223, 295)",100,A1
1282,193.15054602184088,1028.6060842433697,84,"(174, 1008, 213, 1050)",100,A1
1405,197.1153024911032,1833.858362989324,85,"(177, 1810, 216, 1859)",100,A1
1759,201.72256964184194,1502.4366117111995,86,"(180, 1477, 224, 1528)",100,A1
1118,201.2432915921288,156.6323792486583,87,"(181, 138, 222, 176)",100,A1
1346,205.277117384844,850.6352154531946,88,"(185, 830, 227, 872)",100,A1
1280,207.425,2334.646875,89,"(186, 2314, 230, 2354)",100,A1
1864,214.03111587982832,587.3390557939914,90,"(188, 564, 239, 613)",100,A1
1602,209.05493133583022,1128.632958801498,91,"(188, 1106, 231, 1153)",100,A1
1374,214.01965065502182,2259.834061135371,92,"(191, 2241, 238, 2280)",100,A1
1077,209.84122562674094,510.0557103064067,93,"(193, 490, 226, 532)",100,A1
1172,215.31569965870307,1718.8728668941978,94,"(195, 1701, 236, 1738)",100,A1
1658,217.55488540410133,1924.254523522316,95,"(198, 1899, 238, 1951)",100,A1
1524,223.44160104986878,1651.9809711286089,96,"(200, 1632, 249, 1675)",100,A1
1413,222.84288747346073,401.5484784147205,97,"(201, 381, 246, 422)",100,A1
1193,224.55155071248953,936.2523051131601,98,"(205, 917, 246, 957)",100,A1
1199,229.66388657214344,2017.8640533778148,99,"(210, 1998, 250, 2039)",100,A1
1346,232.7221396731055,1313.6025260029717,100,"(211, 1294, 255, 1334)",100,A1
1860,240.78978494623655,329.58978494623653,101,"(212, 310, 269, 351)",100,A1
813,229.05166051660515,1250.031980319803,102,"(212, 1234, 247, 1267)",100,A1
885,231.88813559322034,1575.7762711864407,103,"(215, 1558, 250, 1594)",100,A1
1147,236.38360941586748,1425.3251961639057,104,"(217, 1408, 259, 1445)",100,A1
2041,243.3170014698677,2116.107790298873,105,"(217, 2092, 272, 2142)",100,A1
1129,241.98139946855625,1761.007971656333,106,"(221, 1744, 263, 1778)",100,A1
1327,241.90580256217032,1045.6028636021101,107,"(223, 1024, 261, 1068)",100,A1
1551,251.42488716956802,225.06125080593165,108,"(226, 206, 278, 245)",100,A1
1542,251.9675745784695,100.64980544747081,109,"(227, 81, 277, 121)",100,A1
1799,257.98610339077266,2292.55197331851,110,"(233, 2269, 284, 2317)",100,A1
1501,258.3451032644903,1830.2631578947369,111,"(242, 1804, 278, 1857)",100,A1
1493,267.669792364367,2056.193569993302,112,"(247, 2033, 289, 2081)",100,A1
1182,271.0736040609137,1532.4010152284263,113,"(248, 1516, 293, 1550)",100,A1
1414,273.8338048090523,1385.543847241867,114,"(249, 1367, 300, 1404)",100,A1
1431,269.47798742138366,906.3053808525507,115,"(250, 883, 289, 930)",100,A1
998,268.82865731462925,1990.7555110220442,116,"(251, 1974, 289, 2009)",100,A1
1704,274.88262910798124,1144.8415492957747,117,"(252, 1122, 299, 1170)",100,A1
1613,276.9702417854929,1698.9163050216987,118,"(255, 1676, 301, 1724)",100,A1
1428,274.71498599439775,1931.7079831932774,119,"(255, 1909, 296, 1954)",100,A1
1545,277.4770226537217,813.2556634304207,120,"(256, 791, 299, 838)",100,A1
1891,285.0195663670016,1463.6176626123745,121,"(258, 1441, 312, 1487)",100,A1
1299,275.846805234796,526.6512702078522,122,"(260, 502, 294, 551)",100,A1
1538,281.44993498049416,737.130689206762,123,"(260, 712, 303, 762)",100,A1
804,279.9004975124378,1235.8594527363184,124,"(263, 1222, 298, 1252)",100,A1
1508,285.67771883289123,1612.6120689655172,125,"(265, 1588, 305, 1637)",100,A1
1421,294.3223082336383,449.2892329345531,126,"(269, 432, 320, 468)",100,A1
963,286.11422637590863,2160.4215991692627,127,"(269, 2143, 304, 2179)",100,A1
1120,287.58660714285713,156.14285714285714,128,"(271, 132, 305, 180)",100,A1
1080,290.56111111111113,2110.3083333333334,129,"(271, 2093, 312, 2128)",100,A1
1003,291.27517447657027,1283.4975074775673,130,"(272, 1266, 310, 1302)",100,A1
1265,293.69565217391306,2224.520158102767,131,"(274, 2206, 315, 2245)",100,A1
1407,298.3951670220327,385.51670220326935,132,"(275, 366, 324, 404)",100,A1
1408,300.4865056818182,1346.2407670454545,133,"(281, 1323, 322, 1370)",100,A1
1704,301.2734741784038,2323.2517605633802,134,"(281, 2297, 322, 2349)",100,A1
1662,307.734055354994,285.4410348977136,135,"(282, 265, 334, 308)",100,A1
1320,306.8477272727273,2069.7863636363636,136,"(286, 2049, 328, 2092)",100,A1
1337,309.48242333582647,1777.2408376963351,137,"(290, 1756, 332, 1798)",100,A1
1304,308.96625766871165,1900.8742331288342,138,"(290, 1878, 327, 1926)",100,A1
1395,315.57347670250897,1002.3899641577061,139,"(291, 985, 341, 1021)",100,A1
1602,317.72846441947564,1643.6573033707866,140,"(294, 1621, 341, 1667)",100,A1
1256,325.2579617834395,558.3893312101911,141,"(299, 542, 354, 577)",100,A1
1484,322.0121293800539,1978.8416442048517,142,"(299, 1961, 346, 1999)",100,A1
1276,319.9663009404389,2258.8973354231975,143,"(299, 2239, 343, 2279)",100,A1
1429,323.22743177046885,952.9720083974807,144,"(300, 935, 348, 973)",100,A1
1398,320.93061516452076,206.49356223175965,145,"(301, 185, 341, 230)",100,A1
1781,332.83099382369454,1072.5103874227962,146,"(306, 1051, 360, 1095)",100,A1
1011,326.63105835806135,1197.7784371909001,147,"(307, 1183, 348, 1214)",100,A1
1870,331.844385026738,1543.3139037433154,148,"(309, 1517, 355, 1570)",100,A1
1184,328.37077702702703,2122.595439189189,149,"(310, 2102, 349, 2145)",100,A1
1202,339.6064891846922,689.8277870216306,150,"(319, 672, 362, 709)",100,A1
1506,340.996015936255,834.667994687915,151,"(319, 814, 364, 857)",100,A1
1039,334.0481231953802,1875.0067372473532,152,"(319, 1854, 352, 1896)",100,A1
820,334.2926829268293,2182.346341463415,153,"(319, 2167, 352, 2199)",100,A1
1076,341.2053903345725,1239.2416356877322,154,"(322, 1223, 361, 1258)",100,A1
1422,346.676511954993,765.7419127988749,155,"(325, 746, 371, 786)",100,A1
1609,344.31385954008704,1724.9689247980111,156,"(325, 1697, 366, 1753)",100,A1
1625,350.8529230769231,910.0233846153847,157,"(326, 888, 375, 933)",100,A1
1598,352.06695869837296,113.0,158,"(327, 93, 379, 133)",100,A1
1538,349.962288686606,356.6547464239272,159,"(327, 335, 373, 380)",100,A1
898,345.6770601336303,643.8630289532294,160,"(328, 628, 364, 661)",100,A1
1154,347.7469670710572,1449.2790294627382,161,"(330, 1429, 366, 1471)",100,A1
1207,348.6843413421707,1291.8260149130074,162,"(331, 1272, 368, 1316)",100,A1
1497,355.38410153640615,502.5678022712091,163,"(335, 480, 377, 526)",100,A1
1229,355.07811228641174,2313.005695687551,164,"(336, 2293, 375, 2333)",100,A1
1387,359.03821196827687,2054.311463590483,165,"(338, 2035, 382, 2075)",100,A1
1253,359.1915403032721,2234.462889066241,166,"(342, 2213, 377, 2258)",100,A1
1307,365.06273909716907,1996.8791124713084,167,"(345, 1977, 387, 2018)",100,A1
1157,364.1244598098531,1356.9092480553154,168,"(347, 1337, 382, 1379)",100,A1
1188,364.8787878787879,1927.5984848484848,169,"(347, 1907, 385, 1948)",100,A1
1091,368.198900091659,2146.2905591200733,170,"(349, 2128, 388, 2165)",100,A1
1132,368.2393992932862,1591.9982332155478,171,"(350, 1571, 386, 1613)",100,A1
1585,373.6485804416404,1812.4794952681389,172,"(351, 1790, 398, 1835)",100,A1
1389,369.6702663786897,235.46940244780419,173,"(353, 210, 388, 261)",100,A1
1396,378.2428366762178,1175.6525787965616,174,"(353, 1159, 404, 1194)",100,A1
1226,370.49021207177816,430.7650897226754,175,"(355, 408, 388, 455)",100,A1
936,377.33867521367523,2187.230769230769,176,"(358, 2170, 397, 2204)",100,A1
1420,383.7014084507042,1655.8852112676057,177,"(359, 1638, 410, 1674)",100,A1
916,383.2489082969432,1401.1528384279477,178,"(364, 1386, 403, 1417)",100,A1
931,381.109559613319,2340.282491944146,179,"(366, 2322, 400, 2360)",100,A1
1148,388.0,1494.7421602787456,180,"(368, 1474, 408, 1516)",100,A1
1143,387.32370953630794,1441.9378827646544,181,"(370, 1422, 405, 1463)",100,A1
890,388.46741573033705,1875.3213483146067,182,"(370, 1861, 409, 1891)",100,A1
1201,389.26061615320566,610.0874271440466,183,"(371, 589, 407, 630)",100,A1
833,386.2905162064826,1225.111644657863,184,"(372, 1207, 403, 1245)",100,A1
1083,394.24192059095105,2283.9473684210525,185,"(376, 2266, 413, 2303)",100,A1
1073,395.79403541472504,2097.7558247903075,186,"(377, 2079, 416, 2118)",100,A1
1159,400.0707506471096,1132.6893874029336,187,"(379, 1117, 423, 1150)",100,A1
1151,396.6533449174631,1565.084274543875,188,"(379, 1544, 416, 1588)",100,A1
1468,408.3440054495913,871.1410081743869,189,"(384, 851, 434, 892)",100,A1
841,399.512485136742,1300.0416171224733,190,"(384, 1284, 417, 1317)",100,A1
1488,412.4415322580645,169.2486559139785,191,"(386, 151, 438, 190)",100,A1
1760,412.7721590909091,315.03409090909093,192,"(387, 292, 438, 339)",100,A1
1668,407.3459232613909,707.5137889688249,193,"(388, 681, 427, 735)",100,A1
1354,411.4076809453471,810.8389955686854,194,"(389, 792, 436, 830)",100,A1
982,407.27494908350303,1258.3034623217923,195,"(390, 1240, 425, 1277)",100,A1
2537,416.93456838785966,1719.8592826172644,196,"(392, 1690, 445, 1752)",100,A1
1238,411.11873990306947,2031.6526655896607,197,"(393, 2011, 431, 2053)",100,A1
1566,413.8952745849298,2227.6328224776503,198,"(394, 2204, 435, 2253)",100,A1
999,412.3213213213213,125.1971971971972,199,"(395, 107, 430, 145)",100,A1
1074,419.4217877094972,1545.4869646182494,200,"(402, 1525, 437, 1567)",100,A1
1082,425.4306839186691,376.8687615526802,201,"(403, 360, 448, 394)",100,A1
1926,431.10539979231567,507.8613707165109,202,"(404, 486, 461, 529)",100,A1
652,420.13957055214723,1079.6518404907974,203,"(404, 1068, 438, 1092)",100,A1
1048,422.7729007633588,1908.253816793893,204,"(405, 1890, 441, 1927)",100,A1
1305,428.13869731800764,77.23984674329502,205,"(406, 58, 451, 96)",100,A1
981,425.7798165137615,1366.8623853211009,206,"(409, 1349, 444, 1385)",100,A1
1659,434.62869198312234,241.61904761904762,207,"(411, 219, 459, 266)",100,A1
1410,432.6950354609929,2141.6283687943264,208,"(412, 2120, 454, 2165)",100,A1
936,431.8290598290598,1472.7681623931624,209,"(417, 1453, 448, 1495)",100,A1
1570,440.8541401273885,754.8050955414013,210,"(419, 733, 464, 778)",100,A1
1629,440.71761817065686,921.0503376304481,211,"(419, 897, 464, 945)",100,A1
1208,439.1862582781457,1626.0331125827815,212,"(420, 1607, 459, 1647)",100,A1
1169,440.66295979469635,653.7527801539777,213,"(422, 634, 460, 673)",100,A1
1205,442.5933609958506,1996.6439834024895,214,"(423, 1978, 464, 2018)",100,A1
1133,442.0573698146514,1170.8481906443071,215,"(425, 1150, 460, 1194)",100,A1
1256,446.062101910828,569.6496815286624,216,"(426, 551, 468, 589)",100,A1
890,440.70786516853934,1312.2359550561798,217,"(426, 1294, 457, 1332)",100,A1
629,441.22734499205086,1115.6772655007949,218,"(428, 1101, 456, 1131)",100,A1
1081,446.87789084181316,1782.7298797409806,219,"(429, 1763, 465, 1803)",100,A1
1423,451.23682361208716,1848.2607167955025,220,"(431, 1828, 473, 1871)",100,A1
1006,449.0099403578529,1231.6441351888668,221,"(433, 1211, 466, 1252)",100,A1
1005,455.5422885572139,2067.9164179104478,222,"(439, 2050, 475, 2087)",100,A1
1335,462.67191011235957,2269.8576779026216,223,"(439, 2252, 487, 2289)",100,A1
1550,463.69612903225806,1400.792258064516,224,"(442, 1377, 487, 1424)",100,A1
1325,461.13509433962264,2317.513962264151,225,"(442, 2296, 482, 2339)",100,A1
1254,466.1714513556619,1504.531100478469,226,"(446, 1486, 488, 1525)",100,A1
1444,473.8310249307479,1961.7624653739613,227,"(447, 1945, 500, 1980)",100,A1
914,466.99781181619255,1574.1477024070023,228,"(448, 1560, 487, 1590)",100,A1
1265,472.8719367588933,624.0379446640317,229,"(449, 606, 494, 644)",100,A1
1398,472.3969957081545,1906.623748211731,230,"(451, 1886, 495, 1929)",100,A1
1605,476.00560747663553,2219.9719626168226,231,"(452, 2197, 502, 2243)",100,A1
1179,471.7608142493639,191.27226463104327,232,"(453, 171, 490, 213)",100,A1
887,471.7564825253664,1448.0270574971814,233,"(455, 1431, 489, 1466)",100,A1
1164,474.77061855670104,113.71821305841924,234,"(457, 93, 493, 134)",100,A1
1843,480.13130765056974,442.3667932718394,235,"(457, 418, 504, 469)",100,A1
937,476.9274279615795,1259.590181430096,236,"(459, 1242, 495, 1278)",100,A1
604,473.83112582781456,1080.8791390728477,237,"(460, 1067, 489, 1096)",100,A1
1669,483.91791491911323,941.0868783702816,238,"(462, 917, 506, 966)",100,A1
858,477.42890442890445,1184.607226107226,239,"(462, 1169, 494, 1202)",100,A1
1422,484.2834036568214,1324.0175808720112,240,"(462, 1305, 508, 1344)",100,A1
1322,481.1202723146747,1691.4258698940998,241,"(464, 1668, 499, 1715)",100,A1
1460,485.28561643835616,2166.6924657534246,242,"(464, 2145, 507, 2189)",100,A1
1757,488.0256118383608,831.7336368810472,243,"(465, 808, 511, 855)",100,A1
1411,489.9851169383416,1611.5776045357902,244,"(469, 1592, 511, 1634)",100,A1
1024,487.146484375,1536.1767578125,245,"(471, 1519, 506, 1555)",100,A1
1252,487.5806709265176,2082.5758785942494,246,"(471, 2060, 506, 2107)",100,A1
836,488.52272727272725,1755.683014354067,247,"(474, 1739, 506, 1772)",100,A1
1251,496.652278177458,2021.8824940047962,248,"(474, 2005, 520, 2041)",100,A1
1198,495.4198664440735,270.4590984974958,249,"(475, 252, 516, 290)",100,A1
1344,498.46205357142856,720.4441964285714,250,"(481, 696, 516, 746)",100,A1
1286,508.1905132192846,2116.869362363919,251,"(486, 2100, 531, 2135)",100,A1
1029,505.92419825072886,1429.4645286686102,252,"(488, 1410, 524, 1449)",100,A1
1023,513.8533724340176,782.6412512218964,253,"(490, 769, 537, 798)",100,A1
648,502.929012345679,1109.2083333333333,254,"(490, 1094, 518, 1125)",100,A1
1281,510.59406713505075,2354.118657298985,255,"(492, 2333, 531, 2376)",100,A1
1108,513.5722021660649,590.2851985559566,256,"(494, 573, 534, 609)",100,A1
1207,514.7837613918807,2275.2245236122617,257,"(499, 2252, 534, 2298)",100,A1
1593,524.9661016949152,74.47583176396736,258,"(500, 55, 551, 95)",100,A1
1280,518.23203125,1151.70078125,259,"(500, 1131, 538, 1175)",100,A1
1447,524.0158949550795,1848.3531444367657,260,"(503, 1828, 546, 1871)",100,A1
1120,523.9410714285714,1630.5116071428572,261,"(506, 1611, 543, 1651)",100,A1
1087,526.6559337626495,523.9586016559338,262,"(508, 505, 547, 543)",100,A1
1329,525.732129420617,1495.9608728367193,263,"(508, 1471, 546, 1521)",100,A1
2111,539.0326859308385,169.10611084793936,264,"(511, 144, 568, 194)",100,A1
888,528.2725225225225,1722.5945945945946,265,"(511, 1707, 546, 1739)",100,A1
1365,537.192673992674,1224.4080586080586,266,"(512, 1206, 560, 1244)",100,A1
985,531.3492385786802,1284.1583756345178,267,"(513, 1268, 551, 1302)",100,A1
1126,533.8916518650088,1563.063055062167,268,"(516, 1542, 552, 1583)",100,A1
1448,534.8480662983426,1967.3515193370165,269,"(516, 1943, 555, 1993)",100,A1
1239,536.4051654560129,1350.4640839386602,270,"(517, 1330, 557, 1372)",100,A1
1492,541.8719839142091,1892.1883378016087,271,"(519, 1870, 566, 1915)",100,A1
1461,544.72553045859,649.996577686516,272,"(522, 629, 568, 673)",100,A1
936,540.5373931623932,2038.270299145299,273,"(522, 2023, 560, 2055)",100,A1
1596,544.9110275689223,2223.622180451128,274,"(522, 2203, 569, 2248)",100,A1
1412,547.8477337110481,976.4157223796034,275,"(527, 956, 571, 998)",100,A1
1096,546.9625912408759,2162.605839416058,276,"(527, 2145, 568, 2181)",100,A1
1634,554.2882496940025,1683.8647490820074,277,"(531, 1660, 577, 1707)",100,A1
1446,551.1632088520055,894.5013831258644,278,"(532, 872, 573, 919)",100,A1
1263,550.9192399049881,746.4552652414885,279,"(533, 723, 570, 771)",100,A1
1221,556.5397215397215,1755.1678951678953,280,"(536, 1737, 577, 1775)",100,A1
1239,555.5593220338983,2069.774818401937,281,"(537, 2048, 574, 2092)",100,A1
1317,556.6605922551253,2325.6962794229307,282,"(538, 2302, 577, 2351)",100,A1
723,550.9806362378977,1092.9709543568465,283,"(539, 1075, 565, 1111)",100,A1
1793,567.0312325711099,1412.58561070831,284,"(542, 1390, 594, 1435)",100,A1
1099,560.5459508644223,571.7397634212921,285,"(543, 554, 579, 593)",100,A1
1191,565.8539042821159,828.8035264483627,286,"(545, 811, 587, 847)",100,A1
1262,566.8724247226625,1813.8993660855785,287,"(547, 1793, 588, 1835)",100,A1
1001,564.2747252747253,417.12987012987014,288,"(548, 399, 582, 435)",100,A1
1089,569.0752984389349,2283.184573002755,289,"(549, 2265, 590, 2304)",100,A1
1073,576.6486486486486,1487.3466915191052,290,"(557, 1469, 596, 1506)",100,A1
1133,576.3292144748456,1975.154457193292,291,"(558, 1956, 597, 1995)",100,A1
1529,584.0091563113145,1607.4172661870505,292,"(563, 1585, 606, 1632)",100,A1
1236,585.3705501618123,1294.5485436893205,293,"(568, 1272, 604, 1317)",100,A1
1162,589.8640275387263,2128.9432013769365,294,"(570, 2112, 611, 2148)",100,A1
2047,601.047874938935,238.55007327796775,295,"(572, 217, 630, 261)",100,A1
1026,588.4571150097466,510.7465886939571,296,"(574, 491, 605, 533)",100,A1
1565,598.2747603833866,683.5373801916933,297,"(576, 663, 622, 706)",100,A1
1394,598.2030129124821,1194.7295552367289,298,"(576, 1176, 622, 1215)",100,A1
1274,598.5235478806908,1540.7166405023547,299,"(577, 1522, 623, 1558)",100,A1
1508,602.7228116710876,1912.194297082228,300,"(577, 1892, 628, 1933)",100,A1
1080,594.8731481481482,2233.015740740741,301,"(577, 2214, 615, 2253)",100,A1
895,599.4871508379888,2022.354189944134,302,"(583, 2006, 618, 2039)",100,A1
1823,609.2665935271531,102.2194185408667,303,"(585, 79, 634, 127)",100,A1
1095,603.2639269406393,1363.9552511415525,304,"(585, 1344, 622, 1385)",100,A1
1053,605.5128205128206,2185.8081671415007,305,"(588, 2167, 626, 2206)",100,A1
1520,613.7756578947368,754.3631578947368,306,"(590, 734, 637, 775)",100,A1
1286,617.6150855365474,40.255054432348366,307,"(591, 25, 643, 58)",100,A1
860,608.7953488372093,982.246511627907,308,"(592, 966, 627, 999)",100,A1
1397,618.6435218324982,1770.1130994989262,309,"(598, 1748, 638, 1793)",100,A1
1879,625.9717935071847,1689.780734433209,310,"(601, 1666, 651, 1714)",100,A1
1248,622.630608974359,2307.71875,311,"(603, 2286, 645, 2329)",100,A1
614,617.6986970684039,2096.754071661238,312,"(604, 2082, 632, 2113)",100,A1
779,621.594351732991,2057.6700898587933,313,"(605, 2042, 638, 2073)",100,A1
874,624.5057208237986,904.3215102974829,314,"(606, 890, 645, 919)",100,A1
1184,628.0962837837837,1302.2474662162163,315,"(607, 1285, 650, 1321)",100,A1
442,617.7918552036199,852.2941176470588,316,"(608, 839, 629, 867)",100,A1
1186,631.9696458684655,1240.9797639123103,317,"(609, 1225, 654, 1258)",100,A1
1129,630.3348095659876,1964.3888396811337,318,"(609, 1947, 653, 1982)",100,A1
1563,634.8400511836212,1843.8451695457454,319,"(610, 1824, 660, 1867)",100,A1
1134,631.8862433862433,1506.026455026455,320,"(611, 1489, 654, 1524)",100,A1
1023,631.3284457478006,431.86608015640275,321,"(613, 415, 651, 451)",100,A1
1439,636.3293954134816,2253.67616400278,322,"(616, 2231, 657, 2276)",100,A1
1187,637.9949452401011,811.9696714406066,323,"(617, 795, 660, 831)",100,A1
1145,643.0489082969432,1996.0742358078603,324,"(621, 1976, 666, 2015)",100,A1
1422,645.0900140646976,1453.7320675105486,325,"(626, 1433, 665, 1477)",100,A1
1117,651.4395702775291,1339.7958818263205,326,"(631, 1324, 674, 1359)",100,A1
1219,652.273174733388,1398.078753076292,327,"(633, 1377, 672, 1419)",100,A1
1409,653.3917672107877,2132.4953867991485,328,"(634, 2110, 675, 2155)",100,A1
1303,658.4443591711436,2182.8618572524942,329,"(636, 2165, 682, 2202)",100,A1
1075,656.3618604651163,1629.5013953488371,330,"(637, 1612, 677, 1648)",100,A1
488,651.5676229508197,839.2459016393443,331,"(640, 826, 664, 853)",100,A1
1457,660.7618393960192,642.0535346602608,332,"(641, 619, 681, 667)",100,A1
1460,663.7438356164383,2048.219178082192,333,"(642, 2028, 687, 2070)",100,A1
1355,663.3365313653137,1911.8745387453876,334,"(644, 1889, 684, 1934)",100,A1
1193,671.7359597652976,940.5079631181894,335,"(654, 920, 692, 962)",100,A1
1198,675.5058430717863,1564.2270450751253,336,"(655, 1547, 698, 1583)",100,A1
