area,i,j,cell,bounds,tile,well
1237,523.5238480194017,761.2983023443816,186,"(504, 742, 544, 781)",1,A2
1515,526.4356435643564,865.9584158415842,187,"(506, 844, 548, 889)",1,A2
1241,523.7155519742143,204.96535052377115,188,"(507, 183, 544, 228)",1,A2
1842,532.5716612377851,128.45385450597178,189,"(508, 104, 557, 153)",1,A2
1690,530.3218934911242,1960.2923076923078,190,"(510, 1935, 553, 1987)",1,A2
1641,539.5862279098111,512.4247410115784,191,"(512, 492, 566, 535)",1,A2
1288,528.2080745341615,2254.0077639751553,192,"(512, 2229, 546, 2281)",1,A2
1706,542.3276670574443,1222.13305978898,193,"(518, 1200, 567, 1246)",1,A2
1423,539.0794096978215,2172.5720309205904,194,"(519, 2150, 560, 2196)",1,A2
1129,538.5952170062002,287.24800708591675,195,"(522, 266, 557, 308)",1,A2
1756,547.2750569476082,2331.013667425968,196,"(524, 2307, 571, 2355)",1,A2
1637,543.2070861331704,969.5522296884545,197,"(525, 943, 562, 998)",1,A2
1696,560.3844339622641,1089.1308962264152,198,"(535, 1067, 585, 1113)",1,A2
1079,562.7914735866543,597.3985171455051,199,"(542, 581, 584, 614)",1,A2
1460,561.6767123287672,1155.5205479452054,200,"(542, 1133, 582, 1179)",1,A2
1362,564.359765051395,1594.0704845814978,201,"(543, 1570, 587, 1618)",1,A2
1028,561.568093385214,207.73054474708172,202,"(544, 188, 579, 228)",1,A2
1078,563.6159554730983,806.9749536178108,203,"(544, 790, 585, 825)",1,A2
1676,574.8198090692124,364.00357995226733,204,"(551, 343, 599, 387)",1,A2
1794,581.3327759197324,725.8985507246376,205,"(559, 701, 604, 752)",1,A2
1559,582.8858242463117,2271.4669660038485,206,"(560, 2250, 606, 2294)",1,A2
928,576.8512931034483,272.0603448275862,207,"(561, 254, 594, 292)",1,A2
982,577.5427698574338,147.64358452138492,208,"(562, 127, 593, 169)",1,A2
1386,583.3780663780664,653.2215007215008,209,"(562, 632, 605, 676)",1,A2
1555,586.2700964630225,482.38263665594855,210,"(563, 461, 610, 505)",1,A2
1635,587.7639143730887,896.9620795107033,211,"(565, 875, 612, 919)",1,A2
1299,592.0354118552733,2190.4272517321015,212,"(571, 2170, 615, 2212)",1,A2
1587,597.0856962822936,83.57718966603655,213,"(572, 63, 622, 105)",1,A2
3072,608.3889973958334,1867.3733723958333,214,"(577, 1836, 643, 1900)",1,A2
1161,601.464254952627,822.0344530577089,215,"(578, 806, 625, 840)",1,A2
1420,601.5964788732394,2366.5788732394367,216,"(580, 2346, 624, 2389)",1,A2
1251,604.6810551558754,428.71063149480415,217,"(584, 409, 626, 449)",1,A2
1557,607.0931278098908,1219.83429672447,218,"(587, 1195, 628, 1244)",1,A2
1576,608.2468274111675,991.1376903553299,219,"(590, 965, 627, 1017)",1,A2
3206,623.9086088583905,1989.3194011228945,220,"(593, 1957, 655, 2024)",1,A2
1159,618.7230371009491,1136.2433132010353,221,"(598, 1120, 641, 1155)",1,A2
1378,624.3599419448476,550.4412191582003,222,"(599, 533, 649, 568)",1,A2
1039,621.461020211742,180.64581328200194,223,"(601, 165, 642, 198)",1,A2
1157,625.3586862575627,224.72082973206568,224,"(603, 210, 648, 243)",1,A2
1442,627.754507628294,1087.4042995839113,225,"(603, 1069, 652, 1107)",1,A2
1086,624.7900552486187,852.1721915285451,226,"(604, 836, 646, 870)",1,A2
1480,625.2033783783784,292.4432432432432,227,"(605, 269, 647, 317)",1,A2
1323,628.3212396069539,2219.6349206349205,228,"(610, 2197, 647, 2243)",1,A2
1085,631.6009216589862,710.9548387096775,229,"(614, 691, 650, 732)",1,A2
1363,637.6771826852531,785.4013206162876,230,"(615, 765, 662, 806)",1,A2
1254,641.9489633173844,594.0582137161084,231,"(618, 579, 668, 611)",1,A2
1402,635.9586305278174,1547.3958630527818,232,"(618, 1522, 656, 1571)",1,A2
1365,643.2175824175824,133.66007326007326,233,"(619, 116, 668, 152)",1,A2
1400,643.6985714285714,1623.7985714285714,234,"(621, 1604, 669, 1643)",1,A2
1305,642.3639846743295,371.40383141762453,235,"(624, 351, 663, 393)",1,A2
1414,647.8932107496464,2304.488684582744,236,"(626, 2283, 673, 2326)",1,A2
1613,646.331680099194,960.6398016119033,237,"(630, 929, 663, 992)",1,A2
1615,653.5151702786378,1369.0594427244582,238,"(632, 1345, 676, 1394)",1,A2
1357,652.5431098010317,650.8268238761975,239,"(635, 628, 672, 675)",1,A2
1417,661.5730416372618,1279.4488355681017,240,"(637, 1262, 688, 1298)",1,A2
1488,664.7352150537635,1171.4260752688172,241,"(638, 1154, 692, 1189)",1,A2
1118,655.6234347048301,1224.7245080500895,242,"(638, 1207, 677, 1244)",1,A2
1858,664.9402583423035,1320.9149623250808,243,"(640, 1297, 689, 1347)",1,A2
1138,666.414762741652,310.09050966608083,244,"(646, 294, 689, 327)",1,A2
1541,672.3595068137573,498.39390006489293,245,"(648, 479, 698, 519)",1,A2
1300,674.1976923076924,2284.136153846154,246,"(653, 2264, 696, 2307)",1,A2
1308,677.6368501529053,426.52599388379207,247,"(656, 408, 700, 446)",1,A2
1724,680.342807424594,875.1705336426915,248,"(661, 848, 702, 903)",1,A2
1171,680.800170794193,752.5619128949616,249,"(662, 733, 700, 773)",1,A2
1479,682.73630831643,2142.2096010818123,250,"(662, 2118, 702, 2166)",1,A2
1863,690.7310789049919,1076.7783145464305,251,"(663, 1056, 718, 1100)",1,A2
1746,688.9810996563574,1446.3762886597938,252,"(665, 1424, 715, 1470)",1,A2
1601,692.3429106808245,1021.7114303560274,253,"(666, 1003, 721, 1041)",1,A2
1260,692.1444444444444,179.4047619047619,254,"(669, 162, 716, 197)",1,A2
926,689.9330453563715,1227.8585313174947,255,"(672, 1210, 707, 1246)",1,A2
1611,701.4103041589075,2211.455617628802,256,"(678, 2190, 727, 2234)",1,A2
1243,702.2703137570394,708.9758648431215,257,"(681, 691, 724, 729)",1,A2
1046,702.6051625239006,249.88145315487571,258,"(682, 234, 724, 267)",1,A2
1209,703.7212572373862,363.14143920595535,259,"(686, 343, 723, 385)",1,A2
1513,705.7805684071382,2039.331130204891,260,"(687, 2016, 727, 2064)",1,A2
1383,709.8532176428055,2330.3203181489516,261,"(689, 2311, 732, 2350)",1,A2
1552,711.8434278350516,819.5019329896908,262,"(691, 795, 734, 844)",1,A2
1666,714.2088835534214,955.891356542617,263,"(691, 933, 739, 980)",1,A2
1337,714.2116679132386,65.07030665669409,264,"(692, 46, 737, 84)",1,A2
1482,716.964237516869,640.7085020242915,265,"(695, 620, 741, 663)",1,A2
1447,720.3234277816172,1886.1817553559088,266,"(698, 1864, 742, 1908)",1,A2
1527,720.6850032743943,1955.1237721021612,267,"(699, 1933, 743, 1980)",1,A2
884,729.1821266968326,222.55769230769232,268,"(711, 206, 748, 239)",1,A2
1708,736.6311475409836,1341.2816159250585,269,"(711, 1321, 762, 1364)",1,A2
1673,734.5899581589958,134.68798565451286,270,"(712, 110, 758, 160)",1,A2
1774,733.6939120631341,1237.7361894024802,271,"(713, 1211, 755, 1266)",1,A2
1557,736.1380860629415,465.13808606294157,272,"(716, 442, 759, 488)",1,A2
1244,739.4099678456591,304.18006430868166,273,"(721, 284, 759, 327)",1,A2
1644,746.779197080292,906.9714111922141,274,"(724, 884, 771, 931)",1,A2
1443,747.9119889119889,1393.7110187110188,275,"(724, 1375, 773, 1413)",1,A2
1460,750.4965753424658,1168.5205479452054,276,"(727, 1150, 777, 1189)",1,A2
1394,752.0760401721665,764.7144906743185,277,"(730, 744, 776, 785)",1,A2
1763,754.2575155984118,2058.545660805445,278,"(732, 2034, 779, 2084)",1,A2
1304,753.9409509202454,1464.2170245398772,279,"(734, 1443, 775, 1485)",1,A2
1565,763.2779552715655,400.42492012779553,280,"(741, 377, 787, 424)",1,A2
1424,765.3040730337078,598.2816011235955,281,"(746, 577, 786, 621)",1,A2
1552,767.3337628865979,2304.667525773196,282,"(747, 2280, 790, 2329)",1,A2
1483,773.4234659474039,693.7316250842886,283,"(750, 673, 797, 714)",1,A2
1267,771.9021310181531,1080.9100236779796,284,"(750, 1063, 795, 1100)",1,A2
1435,778.4195121951219,1128.0578397212544,285,"(751, 1112, 804, 1146)",1,A2
1475,779.5383050847457,516.56,286,"(752, 500, 806, 535)",1,A2
1699,775.8828722778105,1290.3537374926427,287,"(753, 1268, 801, 1313)",1,A2
1487,776.7982515131137,825.1909885675857,288,"(754, 805, 801, 847)",1,A2
1437,775.7418232428671,142.741127348643,289,"(756, 121, 798, 166)",1,A2
1526,777.1880733944954,1017.062254259502,290,"(757, 993, 798, 1042)",1,A2
1072,784.0783582089553,247.63899253731344,291,"(762, 232, 806, 264)",1,A2
1921,791.5023425299323,57.28370640291515,292,"(765, 36, 818, 80)",1,A2
1387,781.3287671232877,1900.1968276856526,293,"(765, 1875, 800, 1926)",1,A2
990,786.9828282828283,870.7484848484848,294,"(768, 855, 806, 889)",1,A2
1771,794.1315640880858,1990.0395256916995,295,"(772, 1965, 818, 2015)",1,A2
1714,801.12252042007,320.1849474912485,296,"(779, 296, 824, 346)",1,A2
1478,802.9594046008119,756.5108254397835,297,"(781, 734, 824, 781)",1,A2
1563,803.7300063979527,935.3666026871401,298,"(783, 913, 826, 959)",1,A2
1332,808.4024024024025,1243.0863363363364,299,"(789, 1223, 830, 1264)",1,A2
1471,815.8776342624066,1201.6900067980964,300,"(794, 1181, 838, 1225)",1,A2
1486,819.5726783310902,623.3465679676985,301,"(798, 601, 841, 646)",1,A2
1079,816.4884151992586,211.8100092678406,302,"(800, 192, 834, 233)",1,A2
1412,818.9929178470255,421.75,303,"(800, 399, 841, 445)",1,A2
1656,832.042270531401,1359.1648550724638,304,"(806, 1338, 858, 1380)",1,A2
1470,831.2789115646259,1416.9054421768708,305,"(809, 1397, 855, 1438)",1,A2
1260,829.6452380952381,1482.8761904761905,306,"(810, 1463, 851, 1503)",1,A2
1339,831.8498879761015,2371.182225541449,307,"(811, 2350, 853, 2393)",1,A2
986,829.815415821501,847.2150101419878,308,"(814, 828, 846, 868)",1,A2
1311,836.2959572845157,982.0465293668955,309,"(815, 962, 858, 1003)",1,A2
1637,843.1453879047037,1881.0439828955407,310,"(821, 1859, 867, 1905)",1,A2
1589,845.4575204531152,1069.5563247325363,311,"(824, 1047, 869, 1092)",1,A2
1337,843.8750934928945,690.109947643979,312,"(826, 668, 864, 712)",1,A2
1231,845.233956133225,561.4622258326564,313,"(828, 540, 864, 584)",1,A2
1544,849.3743523316062,1277.2117875647668,314,"(829, 1252, 870, 1303)",1,A2
1771,851.2625635234331,153.13269339356296,315,"(831, 126, 873, 180)",1,A2
1893,855.4574749075541,1959.9360802958267,316,"(831, 1936, 882, 1986)",1,A2
1236,851.0857605177994,1132.1132686084143,317,"(834, 1111, 870, 1155)",1,A2
812,850.8854679802955,55.827586206896555,318,"(837, 39, 866, 74)",1,A2
1451,861.1026878015161,365.38594073053065,319,"(837, 346, 885, 386)",1,A2
1300,855.5861538461538,903.3215384615385,320,"(838, 881, 874, 927)",1,A2
1377,857.680464778504,451.64270152505446,321,"(839, 427, 877, 478)",1,A2
1351,870.2109548482606,501.4145077720207,322,"(847, 483, 894, 521)",1,A2
1473,866.7325186693822,291.0135777325187,323,"(848, 266, 886, 316)",1,A2
1493,877.516409912927,792.602143335566,324,"(854, 773, 904, 812)",1,A2
976,878.344262295082,1031.3524590163934,325,"(859, 1015, 898, 1049)",1,A2
1332,880.21996996997,740.6313813813814,326,"(860, 720, 903, 761)",1,A2
1646,887.0601458080195,1513.4113001215067,327,"(865, 1489, 910, 1538)",1,A2
1372,890.4431486880467,839.5903790087464,328,"(867, 820, 914, 859)",1,A2
1419,887.4841437632135,1179.0718816067654,329,"(869, 1156, 907, 1203)",1,A2
710,891.2352112676057,112.09859154929578,330,"(875, 99, 909, 126)",1,A2
1532,897.9758485639687,1303.8511749347258,331,"(878, 1280, 920, 1328)",1,A2
1474,899.533921302578,1433.3527815468115,332,"(878, 1412, 923, 1456)",1,A2
1195,903.9188284518829,975.0058577405857,333,"(887, 955, 922, 997)",1,A2
1666,913.4027611044418,1366.1680672268908,334,"(887, 1347, 940, 1387)",1,A2
1318,911.3050075872534,379.6320182094082,335,"(890, 358, 934, 402)",1,A2
2002,926.2422577422577,2328.3971028971027,336,"(897, 2306, 956, 2352)",1,A2
1437,919.6242171189979,264.7710508002784,337,"(901, 242, 940, 289)",1,A2
1271,924.9724626278521,582.2179386309992,338,"(903, 565, 948, 601)",1,A2
1537,921.4463240078074,895.5627846454131,339,"(904, 868, 941, 922)",1,A2
